20100118163628AAuaDwb,How much air pressure is required for my run-flat tires. I have a 2007 Lexus SC-430?,0
20150815224700AAWiQzp,Can you please help me how to factor it? Thanks. 9x^4+6x^2y^2+y^4?,0
20140928133530AA463pn,Talking to my GP about self harm tomorrow?,1
20100610225046AAXZAO8,are these signs my best guy friend likes me?,1
20150108010552AApLW5t,I closed down my email by mistake how do I reopen with in 30 hours?,0
20080916195533AA2lDJJ,"Geometry question, please?",0
20120613175116AAFzEl6,Why can't my 360 avatar wear my Left 4 Dead 2 awards?,0
20060625103118AAefaU5,"how can i get yahoo chat to work, where do i get the correct java?",0
20061217052753AAnTO5l,Are the shops open late in Manchester today?,0
20140623131856AAZSmkE,Is it true that Vegan diet may still consist of animal products?,0
20100803153209AAsDOTq,Can someone translate this English sentence to Russian cyrillic? please :)?,0
20131104044946AAdcLok,Why oh Why Bradman is the most overrated batsman of all time?,1
20130215072159AA65uoV,Could you look at my artwork please?,1
20140403061939AA9jlma,Do they sell prescription contacts at conventions?,0
20070604144758AA2f26k,What numbers do I have to dial before I make a call to a cell phone in Germany?,0
20120426164058AAFjAn6,Good youtube user names?,1
20110401065204AABuJGh,not enough televised poker on tv?,1
20160228115046AAKAa77,can you take Alex Jones channel serious?,1
20100920235447AAUdC20,I'm not receiving emails?,0
20141016191243AAsQL1J,"Being an expat, US citizen and hired by US employer.?",0
20110817134514AATdlIq,I'm trying to find this really long-haired japanese singer?,0
20151214082900AAVMlyq,So you've been arrested and might be going away for 50 years what is or would be going through your head.?,1
20090727123748AAYzwpJ,"Gentlemen, (and Lesbians) who is in your top 5?",1
20080130055712AAeD2Do,Where is the cool part of Chicago?,0
20100608203955AAb36vI,filipino candy? not sure what its called?,0
20090802135239AAtVSSt,Do you think this is kind of strange?,1
20120926160648AAJEvdP,"Car mirror is kinda broken, how can i fix it?",0
20090617011720AALhivV,I need to make a model in bio. Plz Give some suggestions?,0
20160822175426AAhwY7U,Im 15 now but when I become 16 I'm deciding on becoming emancipated and moving. So my ? is will the emancipation carry over to another state?,0
20121004102116AA242xJ,why is it so many people exaggerate about personal achievements?,1
20120803185514AAUOh5r,tip on how to stop stuttering?,0
20100217081848AA0f741,What is the pH of a .05 Molar HCl solution?,0
20150416195518AAA1m1b,I want to know my SSS number please?,0
20100824163907AAnZEBt,"How much time does it take for $50 to go from a Bank Account, transferred to a Paypal?",0
20120302000542AA2NGRR,Fable 3 Online Divorcing?,0
20140701101244AAabF0M,"my fiance is a DACA holder but i am a us citizen, will the process be faster for him to become a us resident?",0
20120313143409AA2mnWf,If you put a fish (salmon) in the car (VERY hot) is it still good?,0
20110805112848AAu9TsB,Weird symptoms of something....?,0
20100108191034AAxOM2T,Wrestling Section poll: Which hand do you wipe your ass with?,1
20090615183839AAHOZy7,I have a pete baseball card in mint condition of him from the all star game card 397 anyone know value of card?,0
20070330154256AAP3vjR,Who named you?,1
20151117044447AA01apE,Does VLC player MP4 audio problems on Windows 10?,0
20060926113126AACyefS,i need some help??,1
20160506191226AAgR2pR,Youtube Weird Boxes and noises?,0
20110206044102AAPB0hj,what refineries in the corpus christi area can ex convicts work at?,0
20061127203346AANZoRD,witch craft instructions?,0
20100523232243AAkb0NH,Are there any cases of euthanasia in NZ?,0
20110523191322AA5ca0c,should i ask him what happened?,1
20090403144506AArUAQJ,I need a cell phone for only two months with 0 minutes and unlimited texting.?,0
20101223193943AAxPomE,Was stephen austin actually IN the texas revolution?,0
20090712094933AAAeJjU,"My Thumb hurts where it connects to my hand, that joint. It hurts when I apply pressure.?",0
20090706092906AAMY0dO,i wanna do something sweeet for my girlfriend!?,1
20131006210358AAGVnjo,I work with this girl I like?,1
20120813193530AAv6CTT,Are you hungry??????????????????????,1
20061017120538AAuM5am,why do  i have a white box on my website when i upload my index file?,0
20090521205412AA0xdIV,Military Dependent on Vacation in Hawaii?,0
20070430002512AAed76x,My dog hates walks?,0
20071016071034AAJMimB,What beers do they sell at the Frank Erwin Center?,0
20080512141635AAK5G5D,Can a girl keep more than one boyfriend at same time?,1
20100729134146AA0ugJ9,How many dirigibles are in the world?,0
20090512145801AAoWBrX,i need to send a email to a friend to her cell phone but fast by my hot mail?,0
20140116021858AAbrvJn,Digital game problems ?,0
20100328041407AAM5n6P,what is a troll on yahoo answrs?,0
20130916124756AATsost,Is billiards a racist game?,1
20100107154425AAvplDq,Nora Katherine or Reagan Leah?,1
20121109174542AACfiH2,creative names for a magazine based on Pride and Prejudice?,1
20160916063321AAYLaCs,the difference between operating system and system software?,0
20110926224706AAaHqtA,WHEN DOES BATTLEFIELD 3 COME OUT?,0
20111003174719AACetNw,I want to check to see if the answer are correct that my child did in science 1074 I don't have the answer?,0
20090324045501AAd7WzP,ROCK BAND & GUITAR HERO IV?,0
20120419130558AAVPMhz,"Need advice, please help!?",0
20060904183550AAH2n9d,Does anyone have any ideas to help a 6 year old boy learn how to read and write better?,0
20090306064337AAFSA2Y,car makes loud squealing noise!?,0
20110426063511AA3DDKF,Yeah so I really need your help guys and ASAP?,1
20160204143151AA1DkSu,Why did my penis swell when I was circumcised?,0
20090923191458AAISBXI,"does this sound nice for my wedding makeup.very detailed.lol, alot of mac & some other stuff..?",1
20130825004018AA8eJ5N,Need Relationship Advice?,1
20080522160137AAwcXYh,Why does he not talk to me?,1
20090426155242AAAZmSr,Nose piercing.........?,1
20100806213923AAS5TRL,Accounting is no fun :(?,0
20100702200400AA5nZKp,What speed of reflexes in milliseconds would be superhuman?,1
20150802210403AAFyewS,"How can God have emotions, yet create other beings with the same emotions? Doesnt that mean he himself has a creator?",1
20090203204732AAu2idO,"What is the song to the superbowl ad ""Jay Leno is on his way!""?",0
20080608213907AAOQ5zR,How do you write 2ClO-(aq) => O2(g) + Cl-(aq) in electrochemical cell notation?,0
20140419042231AAIkDPM,How to know if a bestfriend still cares for you after not seeing for a long time?,1
20070424173115AA8XKpR,can you dry clean 'chucks'?,0
20080119201044AA3YCDg,can you have text only plans with cell phone companys?,0
20090113134320AAEFBqJ,Do you agree or disagree with these statements about our Government? Please give reasons?,1
20080906175555AAKGWet,How would you pronounce this name (not looking for opinions on it)?,0
20140804223900AAALlWr,Girls at my university are TOO ATTRACTIVE for me?? PLEASE HLEP?,1
20090720194256AA9AaWS,"Please help!!! I'm 16, he's 17, it was our first time having sex, and I passed out in his arms!! Now he's...?!?",1
20080430155632AA65sJN,do u like any oldschool games?(like atari and sega genesis games)?,1
20070807203922AAjebfe,How do I uninstall programs and/or games that won't uninstall using the ADD/Remove feature in XP?,0
20070208060940AA5VWVB,How come some women don't want to cover up while breastfeeding in public?,1
20090316210616AAGQ78w,Why do older men have fetishes for teenage girls?,1
20110614082748AA3cSHY,How to move to new york from scotland?,0
20110521120703AA7RCA4,What kinds of sicknesses can you get while camping in the wilderness? Are there any serious ones?,0
20120330173306AAiurgk,Dark urine its only clear when I'm drinking beer?,0
20120715093053AAfUU3j,what happened to the fhm app?,0
20071029214653AA9b0gQ,heaven is a place here on earth...?,0
20090523141137AAQwpWB,Social Suicide Guy Ruining My Reputation!?,1
20141209120347AAnOOE3,What is the reality of the history of women in Islam all over the world?,1
20160513074658AAzE2Sf,My computer said I had a virus and my account sent out a bunch of e-mails that I didn t send. How do I fix it?,0
20080617195237AATdWyp,my friend has a snail trail not hairy just a line she has the hotest body but wont wear bikini cuz of it help?,1
20130418090013AATvmmk,I need the list of 100 sports words for dumb charade ?,0
20160502091354AAmFhcx,Could I be pregnant? Are these symptoms?,0
20090501121412AA7I95q,Why do I tell insignificant pointless white lies??!?,1
20090316182650AAhAzkB,"On the game show Family Feud, is it possible to win in the first three rounds.?",0
20110622061744AA2cViR,Why are the books of the Bible shrouded in so much mystery?,1
20110821140031AAHz9fH,Champagne with brown and yellow label.?,0
20160413174453AAdfDs5,How expensive are theme parks like Disneyland these days?,0
20070715102504AAP4AFw,Phone etiquette help......what should i talk when i call her?,1
20071117093337AAz13VB,how do I cancel ?,0
20090429150800AAlfrkl,I CAN'T DO MY PROJECT BECAUSE MY PUPPY KEEPS ON TAKING THE GLUE?!?!?!?!?,1
20080819175816AA8zxsd,what is multiple scelrios?,0
20111225154645AA1VM5J,What Japanese honorific would one use for their girlfriend?,1
20100811091740AA7XjWF,what is a good software for helping with college essay writing?,0
20160524152917AAwe1GW,Will building a wall on the border between the United States and Mexico stop illegal immigration?,1
20130302130533AAgo6YH,Quantitative study vs qualatative study?,0
20090325151921AA0s8Hj,denouncement / whistleblowing ?,0
20100615155847AAKuKCT,"Two backstabbing ""best"" friends....I need advice?",1
20061011092913AAz7AO0,No kids but husband has 2 tweens every month - how to deal with taking the back seat when they are here.?,1
20150501160825AA1gtcV,how long does it take for somebody's blood to leave your system?,0
20091030155333AAcLG1S,"A weird, but good dream?",1
20080726120449AAfN5at,"Elisabeth Hasselbeck on ""The View"" hate or love?",1
20111207155747AAkBZaM,the Calvin cycle involves all of the following except?,0
20061124135527AAYlZmP,Someone sent me an evil e-mail the day  after thanksgiving out of nowhere. What's up with this person?,1
20080131132417AAbcLfX,What is the best drugstore brand Nude Lipstick?,1
20111026121304AAS01aa,What can I do with a Political Science major and communications/sociology double minors?,1
20130306174120AAiD4Nx,What are those metal things that help overbites called?,0
20141124211500AA3Xq9B,Windows Movie Maker doesn't start!!!???!!!??,0
20091016121108AAAoIfg,Picnik experts! I need help!! Please click this question. :(?,0
20070714083326AAzyCLs,Skinny and cut?,1
20131013064245AAY6wWL,Help with a short story?!?,0
20101210054009AA2xdSp,Algebra II questions?,0
20140213104245AAvNRG9,what do you want to eat?,1
20131126133120AAowm92,Could my crush still like me after all these years?,1
20140316220001AAMC7f4,How Many Movies Is Too Many?,1
20100415201118AA18sk8,ladies why do you hide your feelings for guys?!*****************?,1
20091213065847AAjDtLX,The pic messages I sent from my cell will not download. Is it a settings problem?,0
20120911132117AANmY3b,Have asked this recently but more men insight please?? I'm baffled!?,1
20091213121727AAHyA5m,was malcolm x considered at a civil rights leader? why?,0
20150826130613AA9d05o,What is a substance with a solubility of more than 300 g/L at room temperature?,0
20081117172618AAqJi9b,Do women dress how they would like others toview them?,1
20100704192621AAe2IDa,Presidential library?,0
20081210064806AAjpa1R,"I leave email open all day, why do I have to refresh or 'check mail' each time to bring in new emails?",0
20110228153949AAyavhL,is Ebay and Amazon real?,0
20110305145145AA6qMaO,if i get $0.20 per 1000 page views on my site how much do i get from 1 million page views?,0
20071011182751AAuk1e6,What are some of the resolutions to suspend the state gasoline tax and why should we do that?,1
20090210001852AAtPI0g,My questions are being deleted? Wat the eff?,1
20111115101225AAVOfs7,Tensed psychologically?,1
20090424043916AA6kVq6,Where can I get unnatural green contacts from?,0
20111122145859AAYQR0r,"Is my hair short, medium, or long?",1
20080811153103AAfbGCe,how do you find where your horse is registered?,0
20110105173205AArBNE5,"Really quick question, easy answers...?",0
20080822014637AAOYF9A,How does STEAM work for online play with counter strike?,0
20090504210704AAy8o1h,what full song that u can sing without ever looking at the lyrics?,1
20090911220515AAa09pL,Can you rate my poem on a scale of 1-10?,1
20061212112434AA8ldCD,last to call did not hang up on their end-can not use my phone!!?,0
20071104211112AA5DYKH,I live in Massachusetts... Can I Grow potatoes in my backyard? Is it difficult to grow them?,0
20100211115729AAslRAp,I Need Some Good Books For A Teen Girl?,1
20071205183601AATiHDg,Why do you think these items haven't sold yet?,1
20091021214803AAom08t,What does Sim not provisioned MM #2 mean for a cellphone?,0
20131119084400AAYb5kd,What should I write in the resignation letter? 3 weeks notice denied.?,0
20080731180428AAlwb7z,Do you think it's wrong not to tell my husband I have my own bank account?,1
20120718212613AAapVrh,Sony Xperia Ion Commercial?,0
20130628054716AAWheyx,"If islam is the religion of peace, why do militant Muslim groups exist?",1
20160211090052AA1JKh9,Asked my ex to get back together and he never responded?,1
20151105155353AAoK59t,Help I fell on my pelvic area. I think?,0
20140419094146AARGQU0,My parents didnt tell me were staying here that long?,1
20120426193658AAqgBUD,Re-Write: What do you say about this poem? Where will you place it on the scale from 0-9?,1
20140618110134AAs5T0U,How is american high school really like?,1
20130724151354AArEgmo,"Asked her to rub my feet and she freaked out? Ladies, please chime in....?",1
20080818131542AAqFVQ6,How many people lie about who they gonna vote for?,1
20100921111243AAm4Iaz,what does men perfume smell like? Help please?,0
20140911005738AA0I6jn,"so i've had a crush for a while now, he's a douchebag. how can i move on?",1
20090519003115AAdpWTP,What's a nice gift to take to my boyfriend's parents? They are Italian?,1
20090502182357AAA5YUR,please help 10 points?,0
20100607201715AAOSSAK,Why is that that Black people don't smile when they get their picture taken.?,1
20080801095948AAPFAa2,Is it wrong my parents do whatever I want? ,1
20090125061404AAP1lP7,Do you think it's going to be fierce payback time now that Obama is in office?,1
20101120205804AAzcLF1,Why does my dog pee on his bed!??!?HELP!!?,0
20080822160810AAe4aQh,What Ps3 Games should i rent ?,1
20100423211037AADjZf9,migrate database to another computer?,0
20110904150557AAJwYxl,What is the song playing in the Macy's Mstyle Lab advert with dancing girl?,0
20090501152825AAxQR7K,"Since Braq Obama's brother Odinga is a Shari Court Judge in Kenya,  would he be the best choice for our SCOTUS?",1
20160318194917AA7mf43,Isn't it hard to say goodbye to friends who you will never see again?,1
20140701073536AASZYcQ,Is there anything weird w/ a 17 dating a 25 year old?,1
20160718033028AAXLH9p,Should we ever sometimes revel in worldly excess in order to make a statement for grace?,1
20090301204838AA4YgSo,How do you delete a band (file) in Guitar Hero: World Tour?,0
20141105144444AAqPqlj,Why are Quora answers so much more insightful than Yahoo answers?,1
20081031135441AAucYGD,"I need some help. I seriously don't get this. I normally get Chemistry but for some reason, I don't know.?",0
20081125201526AA7LjBs,i need to know were i go to find out if there was a murder in my house years ago.?,0
20080726125005AABr1ED,names names names?,1
20130521131419AAFE3F6,How to stop being so jealous?,1
20140416212433AAMItMV,Asking a guy to hang out?,1
20090223170755AAzBsnh,If your life was a movie... How�d you call it & who�d perform your soundtrack?,1
20100203131909AAg83ke,Extreme Fear Of Choking?,0
20140506170518AAxUIL4,Will items from amazon UK ship to the U.S?,0
20061128173124AACqv0c,1 million dollar mailing lists?,0
20140828035005AAQRtix,Can a cake really go bad after 2 hours?,0
20080125033856AAi7dIh,where tovbuy NIVEA STRAIGHT AND EASY?,0
20130805232648AAaGjzO,HD torrent of Star Trek the Original Series?,0
20101113012129AAMp6vc,Hey do you like smoking weed?,1
20080813122055AAM1BwM,i need help with story! please!?,1
20140206200501AA5S3e2,Why do we hate difference?,1
20110709141611AAkELXF,'Conceptually' why is the definite integral of a function the area underneath the curve?,0
20120112075201AA0nPm2,Is there anyway to make my gums heal fast after extractions and dentures ?,0
20121006092339AAbyvR1,I have an IPhone 4S with verizon.?,0
20060821054003AAikmjJ,which do you prefer?,1
20081121212230AAP9TiT,When Palin becomes President in 2012?,1
20100520172801AAIOCbF,The quasars with the largest presently known redshifts are close to?,0
20140819185557AAF72fk,33 weeks pregnant.?,0
20101130171928AAENEeB,What'd you think of this crossover where Derrick Rose broke Tyreke Evans ankles last Saturday Night?,1
20150815220018AAQy1s1,Long time relationships. I have a question about them?,1
20141206001339AAWQyNG,"Americans, how do you feel about your secretly"" corrupt demagogues you call politicians?""",1
20071024123055AARcwDT,They say im prude. Is that so bad?,1
20090517060405AAyDLmy,What should i spend my wii points on?,1
20130705105635AA170VD,What should I do about the earache?,0
20070201080445AAot13T,Bacterial Vaginosis and Yeast Infections...HELP!!!!?,0
20100424170606AARjMhZ,what should i do.. he cheated on me forever ago..?,1
20120612112555AADwFQv,Is photocopy valid proof of Insurance and vehicle registration in NJ?,0
20080601113441AAXsNKY,im going on a date and im scared!?,1
20150316214019AA8NtYE,Should I register for 9th grade English in 8th grade?,1
20080922200335AAQtnHS,Why Guru Granth Sahib could not be adopted by all the religions who got place in this holy Granth?,1
20090713074209AAm1S7H,How do you get a corvette on world war app on iphone?,0
20141206104507AAFZ7IK,"In task manager, what percent should the disk utilization be at on average?",0
20080128184557AA0iU06,"A friend wrote this, she wants me to ask what you think..?",1
20100406194940AAjQYyX,Under which conditions would asexual plants have the greatest advantage over sexual plants?,0
20130309093352AAV6DOt,DSA Driving practical Test: How long does it last?,0
20100121132740AAuszQe,what would be a bad reason for revolution?,1
20090810120932AAhwolP,which do u think is better>?,1
20130212124203AAhnOIc,Should Flight Attendants be concerned about offshoring?,1
20080615092349AAHPx1h,"My little sister won't stop making desserts. When she offers them to me, I can't help but say yes""......?""",1
20070623082755AALO4C2,Cost of ice skates?,0
20111107175903AAGRUfn,What would you name 10 kids?,1
20110227134404AAG8Tba,Liberals: What is the difference between the Tea Party protests and the Union protests?,1
20101128113858AA0Cedj,Ideas about the internet?,0
20090904151157AAeQWWQ,math help would be super nice please!?,0
20100813141822AA1NtLg,rat terrier good with other dogs?,0
20140710103218AAFGlV2,drink my girlfriends pee?,1
20090209150517AARPplS,"my period is a day late, what does that mean, because usually it comes early or on time and now its a day late?",0
20090216142635AAtmEA0,What was the original sample of this underground hip hop song ?,0
20080531222239AANhDoY,broken nose?,1
20120613141529AAaxF0F,Do you think anime voice actors get insulted?,1
20090624123547AAbKmDu,Homemade facial scrubs & masks?,0
20070913105424AATqgUy,What do you think of the West Virginia Torture case and the Jena 6? Will racism ever end in America?,1
20110925070816AAA9EVX,Why won't my printer print pictures?,0
20081001150518AA0M2Fv,How do you upload a video from youtube on to myspace?,0
20141109211540AAlBhiN,Can I sue the hospital for leaving a cathider in my arm?,0
20150425063442AATkBru,Could I be pregnant????? Please help?,0
20080308194806AAlkYVZ,37 weeks pregnant and dialated to 4 but no progress help!!?,0
20070325112545AAU30JE,yorkshire terrier?,0
20130328123629AAKx5f1,Angel Deck help Magic the Gathering?,0
20070326080551AAhWMSx,If the federal attorney firings are the latest attempt by Dems to attack bush....?,1
20111116134143AAoJcuI,A satellite with a mass of 310 kg moves in a circular orbit 3.00 107 m above the Earth's surface.?,0
20090328211543AASebMg,If I'm on a 33 day cycle when should I ovulate?,0
20071229230636AAsVg0C,Making a Band Questions?,1
20070408201630AAb53cj,Guys about girls?? GUYS ANSWER PLEASE?,1
20140326095317AABJWUs,How i can improve my english?,1
20090914074438AA5XFB8,Good weekend jobs for 25 year old?,1
20090911121739AAVh8oj,is my anus prolapsed or is this natural?,0
20111023084230AAP5ENZ,What dose hit and run mean?,0
20100428063741AAVVD8Q,I have been dating this girl for about 5 weeks now.?,1
20121118124610AAENPSk,Am I missing out on my youth?,1
20100830123754AAT96Yn,Cheap laptop that will play WoW?,0
20071111200746AAl3Pdf,why do women say they don't care about looks even though the only men they (hot women) date are hot guys?,1
20110314220005AA5qtph,Is there a high chance of pregnancy from this?,0
20060922081816AAX3Dwy,how much a photographer have to pay to hire somebody to be his model?,0
20100615023259AAHp3cu,What is normal body temp.? Is 99.2 F a fever?,0
20110522184108AAdqoCf,MAC Brown eyeshadows?,0
20091005163805AAvST9b,Are Bulldogs supporters going to  celebrate Barry Hall's move with  a glass of punch?,1
20090417075111AAu0lAt,I need a song for a show [Alto]?,1
20130225072134AA6wPqJ,How do you make a girl want to have a sexual relationship?,1
20120510125528AA1q4oe,"I'd like to improve my english,you want improve italian?",0
20140119191206AAMnV9K,Tumblr-How to make a reblog open in a new tab?,0
20110524161509AAoXEkw,"How big is the Comcast Center in Boston, MA?",0
20071115214347AAO1nbY,"Please advice, which bedroom wall color suits with furnitures that are of pale yellow wood color?",1
20100329185223AAsQzaP,HHH Doesnt Remember.?,1
20120807211045AAFj8Fs,Desperate to increase milk production!?,0
20140901151844AAF49Ck,I cant get ovr my ex i feel like i need to just cave and go back?,1
20120927100110AANKtxY,did I break up my friend and his girlfriend?,1
20151112091715AA9MjjX,"Do you have to have the ""GB"" on the left of a UK number plate when getting new registration printed or is it optional?",0
20120907053621AA7SW6r,"Which dollar store is best in Baltimore, MD? Anyone have any favorites?",0
20090707000201AAIDQ7b,Mustang 2009 hood help?,0
20111006042933AAC2bVa,I need help with quotes. Love/heartbreak quotes?,0
20090220003345AAO7Vx8,Could I be pregnant/ What should I do?,0
20100122131000AAWvRZI,any one on xbox live a girl?,1
20130223105758AAjvy78,"Is my boyfriend shy, or is he avoiding me?",1
20120829172139AAsyr0R,Christians: How Exactly do you offer to GOD the blood of jesus?,0
20120811043333AAXSIby,I want to rent a car to come see my boyfriend?,0
20090409044920AAug4VP,"Does any country in the world has   separate laws ,as in India, for the minorities?",0
20100606005047AAk8X7A,do woman like anal sex?,1
20130925013202AA5W8ie,please help me..if a girl i know gets nervous around me..does that means she might be a lesbian? i like her?,1
20090522172153AAGQnGt,can someone help me with making a silabsoft server?,0
20110517121620AAMEM2I,will this help me do more pushups?,0
20120121234301AA4tr4O,What's a reputable car tuner/shop/mechanic near Orange County?,0
20071006205459AAbFo8J,"You start 10 feet away from a wall , every x minutes you half the distance between you and the wall.?",0
20081203044757AA2EpbX,any way to regain tooth enamel?,0
20120820145539AAnj0QG,do u reckon we should flog nani?,1
20090714165802AAUOtXU,how do you apply liquid eyeliner to the bottom?,0
20150924155145AAD7ORY,Does anyone know how to do this?,0
20080220000837AAdsR9p,Does the word 'prego' or 'preggers' annoy you?,1
20100410182716AAj5uYp,Media Go Movie Rental question?,0
20121019102800AATQ9Cv,Where can I get free DSI points?,0
20090214140239AAf86mS,difference between a crush and liking someone?,0
20080913234921AAmis45,What is it with Americans? Why do most conform to the belief that skinny is beautiful?  ?,1
20100929061201AASqwJR,"New Sanyo camcorder, the lcd image shakes a bit - and the recorded result is the same..?",0
20120906174435AARBMrG,Any Packers fans out there worried about Randy Moss?,1
20091013154803AACvo1u,14 mos old still waking up in the night?,0
20130905165140AAsWNxh,Why do girls often do this it drives me Crazy?,1
20110404095915AAdSWCi,"where can i find a job, i need help?",0
20080511130007AAPWCv8,Help with math work?,0
20090824211623AAJzjrd,At what point will I not be able to beat my times?,0
20110521030638AAfo3rl,what time will the rapture happen in Australia?,0
